FID,type_fp,type_sk,program,org_phone,distadd,distboro,distzip,dist_location_info,fp_days_orig,fp_hours_orig,sk_days_orig,sk_hours_orig,fp_mon,fp_mon_open1,fp_mon_close1,fp_mon_open2,fp_mon_close2,fp_tue,fp_tue_open1,fp_tue_close1,fp_tue_open2,fp_tue_close2,fp_wed,fp_wed_open1,fp_wed_close1,fp_wed_open2,fp_wed_close2,fp_thu,fp_thu_open1,fp_thu_close1,fp_thu_open2,fp_thu_close2,fp_fri,fp_fri_open1,fp_fri_close1,fp_fri_open2,fp_fri_close2,fp_sat,fp_sat_open1,fp_sat_close1,fp_sat_open2,fp_sat_close2,fp_sun,fp_sun_open1,fp_sun_close1,fp_sun_open2,fp_sun_close2,sk_mon,sk_mon_open1,sk_mon_close1,sk_mon_open2,sk_mon_close2,sk_tue,sk_tue_open1,sk_tue_close1,sk_tue_open2,sk_tue_close2,sk_wed,sk_wed_open1,sk_wed_close1,sk_wed_open2,sk_wed_close2,sk_thu,sk_thu_open1,sk_thu_close1,sk_thu_open2,sk_thu_close2,sk_fri,sk_fri_open1,sk_fri_close1,sk_fri_open2,sk_fri_close2,sk_sat,sk_sat_open1,sk_sat_close1,sk_sat_open2,sk_sat_close2,sk_sun,sk_sun_open1,sk_sun_close1,sk_sun_open2,sk_sun_close2,fp_notes,sk_notes,CreationDate,Creator,EditDate,Editor,GlobalID,lat,lon,address_score,subregion,status,program_type,fp_mon_open3,fp_mon_close3,fp_tue_open3,fp_tue_close3,fp_wed_open3,fp_wed_close3,fp_thu_open3,fp_thu_close3,fp_fri_open3,fp_fri_close3,fp_sat_open3,fp_sat_close3,fp_sun_open3,fp_sun_close3,sk_mon_open3,sk_mon_close3,sk_tue_open3,sk_tue_close3,sk_wed_open3,sk_wed_close3,sk_thu_open3,sk_thu_close3,sk_fri_open3,sk_fri_close3,sk_sat_open3,sk_sat_close3,sk_sun_open3,sk_sun_close3,geometry,geoid,nta2020,id
214,FP,,ANTIOCH OUTREACH MINISTRIES,(212) 534-5715,"41 W 124th St, New York, New York, 10027",NY,10027,,SAT,7:30-11AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,07:30 AM,11:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,8ab41f30-9845-41f5-9537-1705db261ad4,40.80651835576,-73.9442471666002,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9442471667988 40.8065183560617),36061020000,MN1001,123
216,FP,,"ASCENSION OUTREACH, INC",(347) 254-8620,"12 W 11th St, New York, NY, 10011, USA",NY,10011,,"SAT(2ND,4TH)",8:30-9:30AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:30 AM,09:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONLY OPEN 1ST & 3RD SATURDAY,,1680892750097,rwrenner_nyc,1732093220663,maps.nyc.data,0158321a-10e2-42ba-aac1-e4dfc3c291d0,40.734195062301,-73.995719092896,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.995719092896 40.734195062301),36061006300,MN0202,124
219,FP,,BETHEL AME CHURCH,(212) 862-0100,"54-60 W 132nd St, New York, New York, 100373",NY,10037,,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:30 AM,11:30 AM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,367602a1-4db1-4e9d-ac70-d5110dea9e47,40.81158417868946,-73.94092573952658,97.5,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9409257395266 40.8115841786895),36061020800,MN1002,125
220,FP,,CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC,(212) 791-4590,"630 Isham St, New York, New York, 10034",NY,10034,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,07:00 AM,10:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1762592415095,maps.nyc.data,c433a047-07cd-401e-990c-7cfb80568c37,40.869597960668,-73.920903901533,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.920903901533 40.869597960668),36061030300,MN1203,126
221,FP,,CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY (FP),(212) 862-6401,"665 W 182nd St, New York, New York, 10033",NY,10033,,THUR,10AM-4PM,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1707987615603,maps.nyc.data,83b19c20-1959-4f22-9129-4ec765d738b9,40.850749700726,-73.935055236302,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.935055236302 40.850749700726),36061027100,MN1202,127
222,FP,,CCCS - KENNEDY CENTER FOOD PANTRY,(212) 862-6401,"34 W 134th St, New York, New York, 10037",NY,10037,,WED,10AM-1PM,,,closed,,,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,d9b5ff72-55b9-438c-aad3-30697a671442,40.8127169407963,-73.939904586384,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9399045867478 40.8127169410033),36061021200,MN1002,128
225,FP,,COMMUNITY IMPACT (FP),(919) 259-8315,"616 W 114th St, New York, New York, 10025",NY,10025,,"MON,WED,THUR",11AM-2PM,,,open,11:00 AM,02:00 PM,,,closed,,,,,open,11:00 AM,02:00 PM,,,open,11:00 AM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1749888026417,maps.nyc.data,7f472ba5-ac25-4007-81e7-f9f95a28a892,40.807022569146,-73.96583978737,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.96583978737 40.807022569146),36061019900,MN0901,129
226,FP,,COMMUNITY LEAGUE OF THE HEIGHTS (FP),(212) 795-4779,"508 W 159th St, New York, NY, 10032, USA",NY,10032,,,,,,closed,,,,,closed,,,,,open,09:00 AM,01:00 PM,,,closed,,,,,closed,,,,,open,09:00 AM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1718179216495,maps.nyc.data,5eef553a-b7b2-4a1e-88f3-876d993b5936,40.834302814135,-73.941841895665,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.941841895665 40.834302814135),36061024500,MN1201,130
229,FP,,DEWITT REFORMED CHURCH,(212) 674-3341,"280 Rivington St, New York, New York, 10002",NY,10002,,"THUR, SAT",3-5PM/10AM-12PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ST & 3RD SATURDAY ONLY,,1680892750097,rwrenner_nyc,1733907620310,maps.nyc.data,1b72b75c-4507-40e1-85f8-4f25f2e12f54,40.717523414976,-73.979588958425,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.979588958425 40.717523414976),36061001002,MN0302,131
230,FP,,FAMILY INTEGRATION MINISTRY FOOD PANTRY,(347) 459-4445,"1875 Amsterdam Ave, New York, New York, 10031",NY,10031,,THUR,8-11AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:00 AM,10:30 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1758096016104,maps.nyc.data,cc619d45-be6e-4670-b15e-08e61e198a89,40.830016979403,-73.943894456115,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.943894456115 40.830016979403),36061023501,MN0903,132
231,FP,,FATHER CREAVIN'S FOOD PANTRY,(212) 281-2100,"276 W 151st St, New York, New York, 10039",NY,10039,,TUE,9-11AM,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,8d25ee30-4cc7-4ca4-8af6-70f9c13b5c3c,40.8259344477327,-73.9377593220853,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9377593218145 40.8259344480347),36061023600,MN1002,133
232,FP,,FRIENDLY HANDS MINISTRY INC,(646) 370-3978,"115 E 125th St, New York, NY, 10035, USA",NY,10035,,WED,9AM-12PM,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1733994033916,maps.nyc.data,eed195ea-2ca5-49bc-bfed-7c46e7027dbd,40.804776512461,-73.937951016211,100.0,New York County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.937951016211 40.804776512461),36061019600,MN1102,134
238,FP,,SALT & SEA MISSION CHURCH INC.,(917) 873-9261,"2417 Stillwell Ave, Brooklyn, New York, 11223",BK,11223,,"TUE,THUR,SUN",11AM-1PM,,,closed,,,,,open,10:30 AM,12:45 PM,,,closed,,,,,open,10:30 AM,12:45 PM,,,closed,,,,,closed,,,,,open,10:30 AM,10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1708592415643,maps.nyc.data,3fff167a-239e-4d15-b1d8-327d77257933,40.588551112725,-73.983510348007,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.983510348007 40.588551112725),36047030800,BK1301,135
241,FP,,"SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM",(718) 493-2385,"404 Lefferts Ave, Brooklyn, New York, 11225",BK,11225,,SAT,12-1PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,57244c48-e518-4ab6-8c88-928a1393a71a,40.6623559494793,-73.9480946277958,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9480946278045 40.6623559495605),36047080400,BK0902,136
242,FP,,"SECOND ST. PAUL CHURCH OF CHRIST, DISCIPLE OF CHRIST, INC",(718) 235-8922,"1048 Sutter Ave, Brooklyn, New York, 11208",BK,11208,,"SAT(2,4)",8-10AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,08:00 AM,10:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd and 4th Saturday,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,5d573904-2505-447d-b51a-f1f64b27d531,40.6715179144738,-73.8800018904172,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.880001889992 40.6715179146519),36047116400,BK0502,137
244,FP,,SILOAM PRESBYTERIAN CHURCH FOOD PANTRY,(718) 789-7050,"260 Jefferson Ave, Brooklyn, NY, 11216, USA",BK,11216,,WED,10AM-12PM,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,2269a302-1a7e-4b49-8348-8913af43f9f3,40.68347889030514,-73.94730614216407,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9473061421641 40.6834788903051),36047024900,BK0301,138
245,FP,,SISTERS WITH PURPOSE INC,(646) 460-4101,"1540 Van Siclen Ave, Brooklyn, New York, 11239",BK,11239,,SAT,9-10AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,10:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,9c09d8d4-6285-4b83-be48-a1fac111d449,40.6474756825005,-73.8775423047494,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.8775423045407 40.6474756822738),36047105801,BK0504,139
247,FP,,SOLID ROCK BAPTIST CHURCH,(718) 384-8764,"120 Tompkins Ave, Brooklyn, New York, 11206",BK,11206,,"MON,THUR",9AM-12PM,,,open,09:00 AM,12:00 PM,,,closed,,,,,closed,,,,,open,09:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,ee961ab0-33c9-43db-897a-e00a27888bd2,40.69514955892,-73.9464071830485,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9464071829674 40.6951495592595),36047025901,BK0301,140
248,FP,,SOUTH BKLYN SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICE PROGRAM,(718) 783-1662,"42 Prospect Pl, Brooklyn, New York, 11217",BK,11217,,"SUN(1,3)",11AM-2PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st and 3rd Sundays,,1680892750097,rwrenner_nyc,1719475235062,maps.nyc.data,d6a82fc1-22a8-4fe0-98c5-b681efd8e249,40.67969697559238,-73.97655579912316,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9765557991232 40.6796969755924),36047012902,BK0602,141
249,FP,,"SOUTHSIDE UNITED H.D.F.C., INC - LOS SURES",(718) 599-1940,"145 S 3rd St, Brooklyn, New York, 11211",BK,11211,,TUE,9AM-12PM,,,closed,,,,,open,09:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,93de473f-5868-418c-b4ef-2f54734442b6,40.712454668578,-73.9615405415937,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9615405418069 40.712454668453),36047055100,BK0102,142
255,FP,,ST. MARK'S UNITED METHODIST CHURCH (FP),(718) 282-6304,"2017 Beverley Rd, Brooklyn, New York, 11226",BK,11226,,"TUE,THUR",12-2PM,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1759910416242,maps.nyc.data,3888eff0-7ab4-44c8-9997-58cc59976b16,40.645083948339,-73.959485801849,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.959485801849 40.645083948339),36047051001,BK1401,143
257,FP,,ST. PAUL PENTECOSTAL CHURCH,(917) 604-9644,"133 Thomas S Boyland St, Brooklyn, New York, 11233",BK,11233,,SAT,11AM - 1PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:00 AM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,eec214d4-100d-4c2c-b39c-0e3c129f3237,40.6803676954845,-73.9138246299298,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9138246300456 40.6803676957112),36047037100,BK1601,144
258,FP,,ST. PHILIP'S CHRISTIAN CHURCH,(718) 453-0691,"765 Lafayette Ave, Brooklyn, New York, 11221",BK,11221,,THUR,12-2PM,,,closed,,,,,closed,,,,,closed,,,,,open,12:00 PM,02:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,935a2205-47bd-4c43-91f0-98cb0a8913cd,40.6910985012963,-73.9421528642728,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9421528641898 40.6910985011888),36047028100,BK0302,145
261,FP,,ST. THERESE OF LISIEUX R.C. CHURCH,(718) 451-0683,"4410 Avenue D, Brooklyn, New York, 11203",BK,11203,,TUE,10:30AM-12:30PM,,,closed,,,,,open,10:30 AM,12:30 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,d74dc79f-b77a-45b9-864e-ba32a0019a65,40.641689612829,-73.9344359812953,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9344359810647 40.6416896128383),36047083800,BK1702,146
265,FP,,THE CHURCH OF ST. MARK (FP),(718) 756-6607,"1417 Union St, Brooklyn, NY, 11213, USA",BK,11213,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,11:30 AM,01:30 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1ST, 2ND, 3RD & 4TH FRIDAY",,1680892750097,rwrenner_nyc,1736240419772,maps.nyc.data,863e89bc-1f67-4aff-ae74-8240dcbcd5b0,40.668743462613,-73.944656287294,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.944656287294 40.668743462613),36047033702,BK0901,147
266,FP,,THE CITY OF GRACE INC,(718) 693-7074,"3402 Tilden Ave, Brooklyn, NY, 11203, USA",BK,11203,,TUE,11AM-1PM,,,closed,,,,,open,11:00 AM,01:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1714550415610,maps.nyc.data,4b11b251-4ce4-44ab-a46e-671fefb8b116,40.646948335062,-73.945096169573,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.945096169573 40.646948335062),36047085600,BK1701,148
269,FP,,THE SALVATION ARMY BEDFORD TEMPLE CORPS,(718) 622-0614,"601 Lafayette Ave, Brooklyn, New York, 11216",BK,11216,,WED,10AM-2PM,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1744358421463,maps.nyc.data,3e1cf333-7ae2-4fe9-b387-5a51d6ed9fec,40.690101893009,-73.950436699181,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.950436699181 40.690101893009),36047025300,BK0301,149
271,FP,,THE TABLE AT THE FAMILY SUPPORT CENTER AT NYU LANGONE (FP),(718) 630-7171,"550 59th St, Brooklyn, NY, 11220, USA",BK,11220,,FRI,10AM-12PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,12:00 PM,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1721721621232,maps.nyc.data,a1838193-3c20-4fe7-993b-6b8ada41dc34,40.639194320254,-74.01449271199,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.01449271199 40.639194320254),36047010200,BK0703,150
272,FP,,THE TEMPLE OF RESTORATION TTOR FOOD PANTRY (FP),(646) 863-4239,"490 Pacific St, Brooklyn, New York, 11217",BK,11217,,,,,,closed,,,,,open,10:00 AM,04:00 PM,,,closed,,,,,open,10:00 AM,04:00 PM,,,closed,,,,,open,10:00 AM,01:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1702371614171,maps.nyc.data,3b1e28d0-6611-4a8c-a8c5-60726de05f70,40.684752101397,-73.981575804754,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.981575804754 40.684752101397),36047003900,BK0202,151
273,FP,,TRANSFIGURATION CHURCH (FP),(718) 782-8181,"280 Marcy Ave, Brooklyn, New York, 11211",BK,11211,,MON-THUR,9AM-12PM,,,closed,,,,,open,09:00 AM,12:00 PM,,,open,09:00 AM,12:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1722585624994,maps.nyc.data,b62f7a5e-6da3-4ad1-9b70-aa15c80a5841,40.704949722022,-73.955957942622,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.955957942622 40.704949722022),36047053300,BK0103,152
274,FP,,TREASURES IN EARTHEN JARS FOOD PANTRY (FP),(718) 308-9147,"4124 Avenue H, Brooklyn, New York, 11210",BK,11210,,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,01:00 PM,03:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1704877214749,maps.nyc.data,65515800-3914-4750-9bb5-66788d5d7679,40.632240400013,-73.936284274764,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.936284274764 40.632240400013),36047072600,BK1801,153
275,FP,,TRINITY HUMAN SERVICE CORPORATION,(718) 388-3176,"153 Johnson Ave, Brooklyn, NY, 11206, USA",BK,11206,,TUE-FRI,9AM-12PM&1-4PM,,,closed,,,,,open,09:00 AM,12:00 PM,01:00 PM,04:00 PM,open,09:00 AM,12:00 PM,01:00 PM,04:00 PM,open,09:00 AM,12:00 PM,01:00 PM,04:00 PM,open,09:00 AM,12:00 PM,01:00 PM,04:00 PM,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,7dbb93ef-be35-4e93-b3f5-4cf9e645b351,40.7066049802613,-73.9441259642803,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.944125964304 40.7066049802121),36047050500,BK0104,154
276,FP,,TRIUMPHANT FULL GOSPEL ASSEMBLY,(718) 774-4696,"889 Rutland Rd, Brooklyn, New York, 11203",BK,11203,,THUR,2-4PM,,,closed,,,,,closed,,,,,closed,,,,,open,02:00 PM,04:00 PM,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,cf4dff97-6772-4e87-bbed-e87158ba3adb,40.6607879049428,-73.9299019584106,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9299019583486 40.6607879051293),36047088002,BK1703,155
277,FP,,TRUE HOLY CHURCH OF GOD IN CHRIST JESUS,(718) 385-0248,"2364 Atlantic Ave, Brooklyn, New York, 11233",BK,11233,,SAT,10AM-12PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,d04519f8-c707-49ab-89dd-79bb2c1b630a,40.6759456548262,-73.90674854345,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9067485430604 40.6759456546992),36047036502,BK1601,156
279,FP,,URBAN STRATEGIES INC,(718) 346-2539,"61 Riverdale Ave, Brooklyn, New York, 11212",BK,11212,,TUE,8-10AM,,,closed,,,,,open,08:00 AM,10:00 AM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1680892750097,rwrenner_nyc,43ea1efc-5b8b-47cd-bf4b-4aa02f6b653d,40.6602629882564,-73.9144207508836,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.9144207511698 40.660262988483),36047089400,BK1602,157
283,FP,,WIADCA CARES (FP),(718) 467-1797,"1561 Bedford Ave, Brooklyn, New York, 11225",BK,11225,,,,,,closed,,,,,closed,,,,,open,10:00 AM,03:00 PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1721289622835,maps.nyc.data,205a800f-cc5b-499b-9acb-d941e418937a,40.668719658008,-73.955600286813,100.0,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.955600286813 40.668719658008),36047032300,BK0901,158
285,FP,,WORLD FOR CHRIST FOOD SERVICES,(347) 249-8928,"874 Clarkson Ave, Brooklyn, New York, 11212",BK,11203,,"SAT(1,3)",10AM-12PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,10:00 AM,12:00 PM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND and 4TH Saturday in the month,,1680892750097,rwrenner_nyc,1752652814571,maps.nyc.data,cf370e2c-dd7f-4c20-98e6-04ea6cfe94e6,40.656627840668,-73.929183629308,99.49,Kings County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.929183629308 40.656627840668),36047086800,BK1703,159
286,FP,,"ABRAHAM HOUSE, INC",(718) 292-9321,"340 Willis Ave, Bronx, New York, 10454",BX,10454,,TUE,11AM-1PM,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,closed,,,,,open,09:00 AM,11:00 AM,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680892750097,rwrenner_nyc,1696579216528,maps.nyc.data,e70f3b3c-ebb3-472a-98e4-031ee88412a8,40.811235607048,-73.92111621514,100.0,Bronx County,Open,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.92111621514 40.811235607048),36005004100,BX0101,160
